,순서,상품명,별점,도수,설명,맛과향,이미지
16,17,SOBIESKI VODKA,3.5,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/b4f66c70-8867-0135-bee3-0e6cfe74208a/sobiesky_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
17,18,LUKSUSOWA VODKA,4.09,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":0,""earthy"":40,""spicy"":10,""herbal"":0,""oily"":30,""chemical"":0,""rich"":55,""sweet"":20,""mineral"":0,""neutral"":45,""harsh"":25,""bitter"":35,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/2cfc64d0-8311-0135-90a2-1a05d89bc99e/lukusowa_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
18,19,STOLICHNAYA ELIT,4.5,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":40,""earthy"":20,""spicy"":30,""herbal"":10,""oily"":10,""chemical"":0,""rich"":30,""sweet"":40,""mineral"":15,""neutral"":70,""harsh"":0,""bitter"":15,""fruity"":10,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/66290730-5d2c-0135-880e-5657afde1505/stolichnaya_elit_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
19,20,KIRKLAND AMERICAN VODKA,3.78,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/207efed0-a4d0-0135-933f-16c86895c577/kirkland_signature_american_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
20,21,HAKU VODKA,4.25,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":30,""earthy"":0,""spicy"":45,""herbal"":25,""oily"":0,""chemical"":0,""rich"":50,""sweet"":40,""mineral"":15,""neutral"":85,""harsh"":5,""bitter"":0,""fruity"":25,""floral"":55}","https://ip-distiller.imgix.net/images/spirits/15688ed0-a94a-0136-f463-5a2c626cd529/haku_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
21,22,RUSSIAN STANDARD PLATINUM,4.34,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":60,""earthy"":15,""spicy"":25,""herbal"":10,""oily"":30,""chemical"":0,""rich"":40,""sweet"":35,""mineral"":15,""neutral"":60,""harsh"":10,""bitter"":30,""fruity"":10,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/2a07da10-82ec-0135-2aaf-7ee8aa06b987/russian_standard_platinum_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
22,23,OCEAN ORGANIC VODKA,4.03,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/0ac5af80-b5e0-0135-03b9-3216d1100303/ocean_organic_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
23,24,KOSKENKORVA VODKA,3.94,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":65,""earthy"":15,""spicy"":35,""herbal"":15,""oily"":20,""chemical"":0,""rich"":45,""sweet"":35,""mineral"":10,""neutral"":85,""harsh"":10,""bitter"":10,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/93b01340-83be-0135-7ba3-5649f137d059/koskenkorva_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
24,25,DEEP EDDY VODKA,3.16,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":30,""earthy"":15,""spicy"":45,""herbal"":10,""oily"":40,""chemical"":10,""rich"":50,""sweet"":30,""mineral"":0,""neutral"":60,""harsh"":35,""bitter"":30,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/fe48d0f0-773c-0135-424a-72f5d37c75b1/deep_eddy_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
25,26,PINNACLE VODKA,2.93,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/f28ce930-8a1d-0135-94d6-268180a7f213/pinnacle_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
26,27,HANGAR 1 STRAIGHT VODKA,4.21,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/b5de9030-8d10-0135-c330-2a6c85e607e8/hangar_1_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
27,28,KIRKLAND FRENCH VODKA,3.88,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/180ab560-1443-0137-0ec5-4af49495d734/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
28,29,ABSOLUT ELYX,4.0,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/0c57b2f0-6822-0135-a991-2a7e59f1f483/absolut_elyx_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
29,30,WYBOROWA WÓDKA,3.96,37.5,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/fd141bd0-e4ed-0134-e157-36b427100ac9/wyborowa_wodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
