NUM,NAME,SCORE,ABV,DES,TASTE,IMG
223,VEIL RASPBERRY VODKA,0.5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/575b7670-b11b-0138-8fb0-5aada355eaa1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
224,MANITOBA MULE,5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/3274a890-aa17-0138-f673-027aa47e9418/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
225,PURITY SPRITZ MEDITERRANEAN CITRUS,2.25,30,"Purity Spritz Mediterranean Citrus is a flavored vodka using the brand's Purity Signature 34 Edition Organic Vodka as its base. It is flavored with Bergamot, grapefruit, orange, and other botanicals and contains no artificial flavors or sweeteners. The brand recommends a 50:50 serving of Purity Spritz and bubbles of your choice (Champagne, Prosecco, soda, etc.) Bottled at 30% ABV.","{""grain"":0,""earthy"":0,""spicy"":10,""herbal"":10,""oily"":30,""chemical"":10,""rich"":45,""sweet"":75,""mineral"":0,""neutral"":0,""harsh"":0,""bitter"":30,""fruity"":90,""floral"":45}","https://ip-distiller.imgix.net/images/spirits/9d525e40-a291-0138-6bfe-7eb0a36d368b/purity_spritz_mediterranean_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
226,WILD ROOTS MARIONBERRY,4.75,35,none,none,"https://ip-distiller.imgix.net/images/spirits/06f7a1e0-9f0d-0138-1ae2-22f3d6e3992f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
227,BLUSH,4.5,37.5,none,none,"https://ip-distiller.imgix.net/images/spirits/43d60400-9a6f-0138-fab0-5ac321b76e22/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
228,CATHEAD HONEYSUCKLE VODKA,5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/09975870-9245-0138-8c22-6ea371bda7da/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
229,OR-G,4.5,,none,none,"https://ip-distiller.imgix.net/images/spirits/f65570b0-8b4b-0138-afa9-7e9dfedea807/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
230,SOBIESKI VANILLA FLAVORED VODKA,4,35,none,none,"https://ip-distiller.imgix.net/images/spirits/fe7710c0-6ebd-0138-3d8e-02a205f05937/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
231,PINNACLE TROPICAL PUNCH,4.25,35,none,none,"https://ip-distiller.imgix.net/images/spirits/b5d13fb0-6b24-0138-016e-3e46b886e801/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
232,UV SALTY WATERMELON,1,30,none,none,"https://ip-distiller.imgix.net/images/spirits/823021f0-6498-0138-ddf4-02cb14432f71/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
233,CUBA CARAMEL,1.5,30,none,none,"https://ip-distiller.imgix.net/images/spirits/7d618b80-5e22-0138-89fd-5202284bfe5b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
234,SMIRNOFF ESPRESSO,2,37.5,none,none,"https://ip-distiller.imgix.net/images/spirits/59e8c210-5988-0138-a03c-3aff54e6e651/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
235,SEAGRAM’S SWEET TEA,4,35,none,none,"https://ip-distiller.imgix.net/images/spirits/1bf909b0-4dbb-0138-cd86-2a29d9c99823/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
236,PINNACLE CAKE VODKA,4,,none,none,"https://ip-distiller.imgix.net/images/spirits/21471a50-4d36-0138-cd4a-2a29d9c99823/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
237,DRIFTLESS GLEN CUCUMBER VODKA,3,,none,none,"https://ip-distiller.imgix.net/images/spirits/2fd67920-4d32-0138-569c-2e8ed00605ec/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
238,NEW AMSTERDAM RASPBERRY,5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/c2eefb00-4b8e-0138-2fc2-6666bc1eafc0/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
239,CHERRY RIVER ÉRABLE,4,40,none,none,"https://ip-distiller.imgix.net/images/spirits/bd66e920-3e05-0138-7882-2a540f39104a/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
240,THREE OLIVES ELVIS PRESLEY COCONUT WATER,4,30,none,none,"https://ip-distiller.imgix.net/images/spirits/cbe99bf0-1c33-0138-c488-7e2a0a4b1ea0/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
241,CATHEAD PECAN VODKA,4,35,none,none,"https://ip-distiller.imgix.net/images/spirits/a5f52fc0-1186-0138-df69-660b942b126b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
242,MICRO BATCH VODKA RASPBERRY & BLACK PEPPER LIQUEUR,4,20,none,none,"https://ip-distiller.imgix.net/images/spirits/91fddb70-0bfa-0138-c462-3a7d32f03ba3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
243,MONTANA COLD SPRING HUCKLEBERRY VODKA,4.5,40,none,none,"https://ip-distiller.imgix.net/images/spirits/80d41780-0b57-0138-db48-4eac9cd0b940/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
244,MIODULA PREZYDENCKA,4,40,none,none,"https://ip-distiller.imgix.net/images/spirits/2a258bf0-0091-0138-9f3c-364cab7683a5/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
245,SMOKED ISLAND PEPPERS ISLAND VODKA,4,40,none,none,"https://ip-distiller.imgix.net/images/spirits/6bb13b80-e638-0137-19af-0682a19dfd7d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
246,PASSION FRUIT SMALL BATCH ISLAND VODKA,5,40,none,none,"https://ip-distiller.imgix.net/images/spirits/479f1210-e637-0137-f3a4-3a78457c0fbb/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
247,PINK MARSHMALLOW MOONSHINE,5,22,none,none,"https://ip-distiller.imgix.net/images/spirits/969f26e0-e22d-0137-9c5a-26c528bf7cd2/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
248,COLADKA,4,36,none,none,"https://ip-distiller.imgix.net/images/spirits/6087afa0-c7a0-0137-b812-02024aa8b9fd/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
249,ERISTOFF VODKA BLACK,3.75,,none,none,"https://ip-distiller.imgix.net/images/spirits/83e63f50-c198-0137-e6d5-16db1077e34c/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
250,KINKY LIQUEUR,5,,none,none,"https://ip-distiller.imgix.net/images/spirits/80de7690-c157-0137-8bcd-4a0f4aba8e0d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
251,KOSKENKORVA SATA,5,38,none,none,"https://ip-distiller.imgix.net/images/spirits/97437d60-9c3e-0137-409e-6ee24d1b847d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
252,THREE OLIVES RASPBERRY,4,35,none,none,"https://ip-distiller.imgix.net/images/spirits/e695d200-8e29-0137-b66c-26ef9aa2882e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
253,STOLE CHOCOLATE RAZBERI,2.5,37.5,none,none,"https://ip-distiller.imgix.net/images/spirits/34333c60-8e28-0137-ef44-4e9049108972/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
254,VAN GOGH ACAI BLUEBERRY,4,35,none,none,"https://ip-distiller.imgix.net/images/spirits/22eec450-8e27-0137-da05-6a707b6b116a/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
255,PINNACLE KIWI STRAWBERRY,3.75,35,none,none,"https://ip-distiller.imgix.net/images/spirits/2b0d47e0-8e25-0137-b66a-26ef9aa2882e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
256,SWEET CAROLINA SWEET TEA,4.25,35,none,none,"https://ip-distiller.imgix.net/images/spirits/605f1b30-8e23-0137-3d6b-6250783095a7/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
257,PINNACLE CHOCOLATE WHIPPED,4.75,,none,none,"https://ip-distiller.imgix.net/images/spirits/038f35a0-8df4-0137-3d46-6250783095a7/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
258,UV CHERRY VODKA,2,30,none,none,"https://ip-distiller.imgix.net/images/spirits/1804b160-5813-0137-9778-3efc46ce8e2d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
259,SMIRNOFF ZERO SUGAR INFUSIONS CUCUMBER & LIME,1,30,This spirit is part of Smirnoff's line of sugar-free vodka infusions. This release is infused with natural flavors of cucumber and lime. It is bottled at a 30% ABV.,none,"https://ip-distiller.imgix.net/images/spirits/2d4e6730-5406-0137-5f33-46ff6d5c56bd/smirnoff_zero_cucumber_lime_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
260,LAST MOUNTAIN SWEET TEA FLAVOURED VODKA,3,35.2,none,none,"https://ip-distiller.imgix.net/images/spirits/b7de9bf0-5204-0137-6778-1aeffe40e5ed/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
261,LAST MOUNTAIN DILL PICKLE FLAVOURED VODKA,3.5,40,none,none,"https://ip-distiller.imgix.net/images/spirits/8c73f290-5200-0137-8b08-164dc6323ae1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
262,LAST MOUNTAIN SPICY VODKA,3,40,none,none,"https://ip-distiller.imgix.net/images/spirits/32fe1c00-5200-0137-9361-0e0e0eb6a574/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
263,KOSKENKORVA VANILLA,3,37,none,none,"https://ip-distiller.imgix.net/images/spirits/804e67f0-50d5-0137-1df4-3647b9f07964/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
264,HANGAR 1 KAFFIR LIME,2.5,,none,none,"https://ip-distiller.imgix.net/images/spirits/3e831670-48fd-0137-ecbe-3a02ea948837/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
265,ABSOLUT WATKINS,3.25,40,none,none,"https://ip-distiller.imgix.net/images/spirits/f9e8dee0-4150-0137-2be5-6ec56d69400c/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
266,PINNACLE MARSHMALLOW,2.5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/1c3845e0-370c-0137-1d62-4aabaa55ac87/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
267,ABSOLUT NEW ORLEANS,3.75,40,none,none,"https://ip-distiller.imgix.net/images/spirits/de376170-3709-0137-ee12-52a513a030ce/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
268,BAKON,3,35,none,none,"https://ip-distiller.imgix.net/images/spirits/988e5570-3709-0137-cb37-4a206313edc3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
269,THE BAY SEASONED VODKA,4,40,none,none,"https://ip-distiller.imgix.net/images/spirits/508ef2f0-3709-0137-cb36-4a206313edc3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
270,FIGENZA,3.25,31,none,none,"https://ip-distiller.imgix.net/images/spirits/5ed99de0-313d-0137-112b-425c66e1ec08/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
271,OLDE IMPERIAL MYSTIC,3.5,40,none,none,"https://ip-distiller.imgix.net/images/spirits/b8340110-29da-0137-c590-327c41b15d36/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
272,STATUS PRESTIGE PREMIUM VODKA,3.75,40,none,none,"https://ip-distiller.imgix.net/images/spirits/d1f788e0-1e9a-0137-8723-0ae88ba32b17/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
273,THREE OLIVES ORANGE,3.75,35,none,none,"https://ip-distiller.imgix.net/images/spirits/a7be8940-1c60-0137-1ee5-321b71432c95/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
274,BLUE SPIRITS CUCUMBER VODKA,4,40,none,none,"https://ip-distiller.imgix.net/images/spirits/358a2c20-1a29-0137-c4e9-4a7f1854ebfa/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
275,SPIRIT BEAR ESPRESSO VODKA,4,,none,none,"https://ip-distiller.imgix.net/images/spirits/ebe626c0-0fcd-0137-01e9-6a3abf82355f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
276,CHASE RHUBARB VODKA,4.5,40,Chase Rhubarb Vodka is made at the field-to-bottle Chase Distillery in Herefordshire. This rhubarb-flavored vodka was initially only a limited edition release but is now a permanent part of its portfolio. It is made using the distillery's classic Potato Vodka as the base to which locally-grown rhubarb macerates and then is re-distilled. Post-distillation fresh rhubarb macerates again giving the vodka a pink tint.,none,"https://ip-distiller.imgix.net/images/spirits/0370c700-0d4c-0137-3a70-6a9d639d49c9/chase_rhubarb_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
277,SMIRNOFF NORTH,3.75,20,none,none,"https://ip-distiller.imgix.net/images/spirits/19364b80-039a-0137-0722-322f52c7b759/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
278,PUR VODKA SERIE AUTOGRAPHE 01 MICHEL JODOIN,5,37,none,none,"https://ip-distiller.imgix.net/images/spirits/469f3fa0-f96d-0136-a060-46797b856852/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
279,ABSOLUT HONEY,0.25,,none,none,"https://ip-distiller.imgix.net/images/spirits/9b772af0-f728-0136-d471-56a222e1559b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
280,NEW AMSTERDAM ORANGE VODKA,3,35,none,none,"https://ip-distiller.imgix.net/images/spirits/1ffca5f0-f439-0136-7ee3-7ea4fd0eb46b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
281,ALCHEMY CITRUS VODKA,4.75,40,none,none,"https://ip-distiller.imgix.net/images/spirits/f52e2250-f26d-0136-7c89-7e3c51069905/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
282,BURNETT’S CANDY CANE FLAVORED VODKA,5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/8e1159a0-f0cb-0136-232a-060849a7b1ae/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
283,SKYY INFUSIONS VANILLA BEAN,2.25,35,none,none,"https://ip-distiller.imgix.net/images/spirits/12f21e80-e8fc-0136-a823-42977a386b2f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
284,GREY GOOSE LA VANILLE,1,40,"Grey Goose La Vanille returned to the US and UK in September 2018, 15 years after its first introduction. It is made using the standard Grey Goose winter wheat vodka base and natural vanilla flavor sourced from beans harvested in Madagascar. No sugar added.",none,"https://ip-distiller.imgix.net/images/spirits/fea34ce0-dd80-0136-46e5-524561623431/grey_goose_la_vanille_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
285,HERITAGE DISTILLING VANILLA VODKA,3.75,60,none,none,"https://ip-distiller.imgix.net/images/spirits/10f57d40-d7fd-0136-0669-06d7d7d83d0c/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
286,KOSKENKORVA BLUEBERRY JUNIPER,2.5,37,none,none,"https://ip-distiller.imgix.net/images/spirits/11fe19d0-cc95-0136-5670-020e31d48091/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
287,"MISSISSIPPI RIVER DISTILLING COMPANY, PRIDE OF THE WAPSI",3.5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/bef48890-91bc-0136-7df6-261c08ec58b2/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
288,BELVEDERE GINGER ZEST,3,40,"Available beginning April 2018, this flavored extension from Belvedere is made with ginger, lemon, and a touch of grapefruit. These ingredients are macerated into their 100% non-GMO Polish rye vodka. It is 100% natural with no sugar added.","{""grain"":5,""earthy"":55,""spicy"":85,""herbal"":20,""oily"":0,""chemical"":5,""rich"":5,""sweet"":15,""mineral"":5,""neutral"":5,""harsh"":15,""bitter"":45,""fruity"":70,""floral"":35}","https://ip-distiller.imgix.net/images/spirits/99a7b210-1590-0136-ef0f-56b410da9cea/belvedere_ginger_zest_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
